"","ID","Gender","Age","Location","Education","Major","Title","Industry","Experience","DataScientist","PrimarySkill","Skills","name"
"891",12026,"Male","25-29","Italy","No formal education past high school",NA,"Software Engineer","Computers/Technology","2-3","Maybe",NA,"MatLab",NA
"892",12495,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"MatLab","MATLAB"
"893",12747,"Male","25-29","Italy","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education",NA,"Definitely yes",NA,"MatLab",NA
"894",12954,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably not",NA,"MatLab",NA
"895",13686,"Male","25-29","Italy","Bachelor’s degree","Physics or astronomy",NA,"Shipping/Transportation","1-2","Probably not",NA,"MatLab",NA
"896",13694,"Male","45-49","Netherlands","No formal education past high school",NA,"Consultant","Insurance/Risk Assessment","20-25","Probably not",NA,"MatLab",NA
"897",13972,"Male","22-24","Brazil","Master’s degree","Mathematics or statistics","Student","I am a student","4-5",NA,NA,"MatLab",NA
"898",14075,"Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","DBA/Database Engineer",NA,"10-15","Definitely yes",NA,"MatLab",NA
"899",14435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"MatLab",NA
"900",14650,"Female","22-24","India","Master’s degree","Physics or astronomy","Statistician","Marketing/CRM","0-1",NA,NA,"MatLab",NA
"901",14803,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"MatLab",NA
"902",14834,"Male","18-21","India","Bachelor’s degree",NA,"Student","I am a student","2-3",NA,NA,"MatLab","MATLAB"
"903",14896,"Female","22-24","China","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"MatLab",NA
"904",15013,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"MatLab","MATLAB"
"905",15035,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"MatLab",NA
"906",15260,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"MatLab",NA
"907",15328,"Male","55-59","Brazil","Doctoral degree","Engineering (non-computer focused)","Software Engineer","Academics/Education","25-30",NA,NA,"MatLab",NA
"908",15338,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Student","I am a student","3-4",NA,NA,"MatLab",NA
"909",15524,"Male","25-29","Brazil","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","1-2",NA,NA,"MatLab",NA
"910",15582,"Female","22-24","India","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"MatLab",NA
"911",15646,"Female","22-24","United States of America","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"MatLab",NA
"912",15651,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"MatLab",NA
"913",15674,"Male","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"MatLab",NA
"914",15771,"Female","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Research Scientist","Military/Security/Defense","0-1",NA,NA,"MatLab",NA
"915",15807,"Male","22-24","China","Master’s degree","Mathematics or statistics","Student","Computers/Technology","1-2",NA,NA,"MatLab",NA
"916",16027,"Female","25-29","I do not wish to disclose my location","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"MatLab",NA
"917",16128,"Male","22-24","India","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"MatLab",NA
"918",16307,"Male","25-29","United States of America","Master’s degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","3-4",NA,NA,"MatLab",NA
"919",16526,"Male","25-29","China","Bachelor’s degree","Physics or astronomy","Research Scientist","I am a student","2-3",NA,NA,"MatLab",NA
"920",16572,"Male","22-24","Japan","I prefer not to answer","Physics or astronomy","Student","I am a student","4-5",NA,NA,"MatLab",NA
"921",16585,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)",NA,"Military/Security/Defense","2-3",NA,NA,"MatLab",NA
"922",16610,"Prefer not to say","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"MatLab",NA
"923",16649,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Consultant","Computers/Technology","5-10",NA,NA,"MatLab",NA
"924",16678,"Male","18-21","South Korea","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"MatLab",NA
"925",16685,"Male","25-29","Indonesia","Master’s degree","Engineering (non-computer focused)","Software Engineer","Retail/Sales","0-1",NA,NA,"MatLab",NA
"926",16738,"Male","22-24","China","Master’s degree",NA,"Student","I am a student","1-2",NA,NA,"MatLab",NA
"927",16749,"Male","35-39","Israel","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Government/Public Service","10-15",NA,NA,"MatLab",NA
"928",16766,"Prefer not to say","18-21","Mexico","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","2-3",NA,NA,"MatLab",NA
"929",16793,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","0-1",NA,NA,"MatLab",NA
"930",17031,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Data Scientist","Marketing/CRM","0-1",NA,NA,"MatLab",NA
"931",17068,"Male","22-24","Colombia","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","1-2","Probably not",NA,"MatLab","MATLAB"
"932",17131,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Student","Insurance/Risk Assessment","2-3",NA,NA,"MatLab",NA
"933",17171,"Male","30-34","Spain","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","0-1",NA,NA,"MatLab",NA
"934",17310,"Male","25-29","United States of America","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"MatLab","MATLAB"
"935",17344,"Male","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Academics/Education","2-3",NA,NA,"MatLab",NA
"936",17359,"Male","22-24","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"MatLab",NA
"937",17372,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","3-4",NA,NA,"MatLab",NA
"938",17387,"Male","30-34","United States of America","Master’s degree","Mathematics or statistics","Data Analyst","Computers/Technology","1-2",NA,NA,"MatLab",NA
"939",17480,"Male","18-21","India","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"MatLab",NA
"940",17541,"Female","30-34","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"MatLab",NA
"941",17570,"Male","22-24","China","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"MatLab",NA
"942",17636,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"MatLab",NA
"943",17699,"Male","22-24","China","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2",NA,NA,"MatLab",NA
"944",17707,"Male","22-24","United States of America","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5",NA,NA,"MatLab",NA
"945",17718,"Female","55-59","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,"Computers/Technology","2-3",NA,NA,"MatLab",NA
"946",17812,"Female","18-21","India","Bachelor’s degree",NA,"Data Analyst","Accounting/Finance",NA,"Definitely not",NA,"MatLab",NA
"947",17832,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"MatLab",NA
"948",18026,"Male","18-21","Mexico","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Maybe",NA,"MatLab","MATLAB"
"949",18092,"Male","30-34","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Academics/Education","5-10","Probably not",NA,"MatLab","MATLAB"
"950",18114,"Male","25-29","Nigeria","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"MatLab",NA
"951",18210,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"MatLab",NA
"952",18244,"Male","35-39","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Computers/Technology","5-10",NA,NA,"MatLab",NA
"953",18245,"Male","30-34","Canada","Master’s degree","Environmental science or geology","Student","Energy/Mining","4-5",NA,NA,"MatLab",NA
"954",18281,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"MatLab",NA
"955",18294,"Female","22-24","Brazil","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"MatLab","MATLAB"
"956",18297,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Manufacturing/Fabrication","3-4",NA,NA,"MatLab",NA
"957",18391,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"MatLab",NA
"958",18401,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"MatLab",NA
"959",18407,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Business Analyst","Computers/Technology","0-1",NA,NA,"MatLab",NA
"960",18412,"Male","35-39","China","Master’s degree","Engineering (non-computer focused)","Data Scientist","Academics/Education","3-4",NA,NA,"MatLab",NA
"961",18482,"Male","25-29","China","Master’s degree",NA,"Student","I am a student","4-5","Probably yes",NA,"MatLab","MATLAB"
"962",18536,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Accounting/Finance","1-2",NA,NA,"MatLab",NA
"963",18611,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","Medical/Pharmaceutical","0-1",NA,NA,"MatLab",NA
"964",18662,"Male","40-44","Portugal","Doctoral degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"MatLab",NA
"965",18703,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"MatLab",NA
"966",18714,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","0-1",NA,NA,"MatLab","MATLAB"
"967",18768,"Male","18-21","Ukraine","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"MatLab",NA
"968",18854,"Prefer not to say","25-29","Russia","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Maybe",NA,"MatLab","MATLAB"
"969",18904,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Marketing Analyst","I am a student","10-15",NA,NA,"MatLab",NA
"970",18992,"Prefer not to say","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Computers/Technology","4-5",NA,NA,"MatLab",NA
"971",19026,"Female","18-21","China","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"MatLab",NA
"972",19037,"Male","18-21","Denmark","Some college/university study without earning a bachelor’s degree","Physics or astronomy","Student","I am a student","5-10",NA,NA,"MatLab",NA
"973",19049,"Male","30-34","India","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Computers/Technology","5-10","Definitely yes",NA,"MatLab",NA
"974",19052,"Male","25-29","India","Bachelor’s degree","Physics or astronomy",NA,"Academics/Education","3-4","Maybe",NA,"MatLab",NA
"975",19201,"Male","35-39","Japan","Doctoral degree","Mathematics or statistics","Research Scientist","Computers/Technology","4-5","Definitely not",NA,"MatLab",NA
"976",19240,"Prefer not to say","22-24","Republic of Korea","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"MatLab",NA
"977",19254,"Female","22-24","India","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"MatLab",NA
